id,state,city,klan_number,nickname,notes,latitude,longitude,year,sources
1,Alabama,Birmingham,1,R. E. Lee Klan,may be the oldest functioning Klan in the Invisible Empire,33.5206608,-86.80249,1924,"Indiana Fiery Cross/ Date: August 22, 1924 | Fellowship Forum/ Date: September 28, 1929 | Kourier Magazine/ Date: November, 1931"
2,Alabama,Bessemer,2,Niles Burnett Klan,,33.4017766,-86.954437,1926,"Office of the GD V. 4 No. 10/ Date: June, 1926 | http://digital.archives.alabama.gov"
3,Alabama,Montgomery,3,,,32.3668052,-86.2999689,1923,"Imperial Night Hawk/ Date: July 25, 1923"
4,Alabama,Anniston,4,,,33.6598257,-85.8316318,1924,"Imperial Night Hawk/ Date: February 27, 1924 | Fellowship Forum/ Date: December 15, 1928 | Fellowship Forum/ Date: August 14, 1929 | Kourier Magazine/ Date: December, 1931"
5,Alabama,Birmingham,6,Nathan Bedford Forrest Klan,,33.5206608,-86.80249,1924,"Missouri Valley Independent/ Date: May 8, 1924"
6,Alabama,Huntsville,9,,,34.7303688,-86.5861037,1931,"Kourier Magazine/ Date: September, 1931"
7,Alabama,Mobile,11,,,30.6953657,-88.0398912,1931,"Monitor/ Date: July 18, 1931"
8,Alabama,Stevenson,12,,,34.8686932,-85.8394199,1923,"Imperial Night Hawk/ Date: September 26, 1923"
9,Alabama,Tuscaloosa,14,Jack Jolly Klan,,33.2098407,-87.5691735,1923,"Indiana Fiery Cross/ Date: October 5, 1923 | Fellowship Forum/ Date: January 18, 1930 | Kourier Magazine/ Date: January, 1934"
10,Alabama,Sumpter,24,,,32.6155551,-88.2461183,1924,"Fellowship Forum/ Date: July 19, 1924 | TWK Monthly/ Date: October, 1924 | Kourier Magazine/ Date: December, 1924"
11,Alabama,Ensley,31,Industrial Cities Klan,,33.5089695,-86.8997918,1924,"TWK Monthly/ Date: October, 1924 | Kourier Magazine/ Date: September, 1933 | Kourier Magazine/ Date: March, 1934 | Birmingham Age-Herald/ Date: October 16, 1924"
12,Alabama,Vincent,34,,,33.3845537,-86.411924,1923,"Imperial Night Hawk/ Date: October 3, 1923"
13,Alabama,Jasper,43,Joe Wheeler Klan,,33.8312185,-87.2775053,1926,"Fellowship Forum/ Date: November 20, 1926"
14,Alabama,Luverne,51,,,31.7165455,-86.2638492,1923,"Imperial Night Hawk/ Date: May 16, 1923"
15,Alabama,Louisville,57,,,31.7834963,-85.5557751,1923,"Imperial Night Hawk/ Date: October 24, 1923"
16,Alabama,Birmingham,59,Avondale Park Klan,,33.5206608,-86.80249,1923,"Imperial Night Hawk/ Date: August 15, 1923"
17,Alabama,Birmingham,60,Nathan Bedford Forrest Klan,"will break ground on $75,000 Klavern on 15 October 1924.",33.5206608,-86.80249,1923,"Imperial Night Hawk/ Date: August 15, 1923 | Barbecue Naturalization and Fire Works Ebay item #7713167658/ Date: November 20, 1923 | TWK Monthly II/ Date: October, 1924"
18,Alabama,Sheffield,63,Stonewall Jackson Klan,,34.7650887,-87.6986407,1923,"Imperial Night Hawk/ Date: October 3, 1923"
19,Alabama,Oneonta,66,,,33.9481537,-86.472764,1923,"Imperial Night Hawk/ Date: October 17, 1923"
20,Alabama,Eufala,68,,,31.8912717,-85.1454876,1924,"Imperial Night Hawk/ Date: January 30, 1924"
21,Alabama,Akron,71,,,32.8765165,-87.7425105,1923,"Imperial Night Hawk/ Date: October 3, 1923"
22,Alabama,Florence,73,,,34.79981,-87.677251,1923,"Imperial Night Hawk/ Date: November 28, 1923 | Oklahoma Herald/ Date: December 18, 1923"
23,Alabama,Phoenix City,77,,,32.4709761,-85.0007653,1923,"Imperial Night Hawk/ Date: August 22, 1923"
24,Alabama,Auburn,84,James H. Lane Klan,,32.6098566,-85.4807825,1923,"Imperial Night Hawk/ Date: October 24, 1923"
25,Alabama,Athens,86,,,34.8028661,-86.9716741,1923,"Imperial Night Hawk/ Date: November 7, 1923"
26,Alabama,Scottsboro,92,,,34.6723069,-86.0341463,1924,"TWK Monthly/ Date: October, 1924 | Imperial Night Hawk/ Date: September 10, 1924"
27,Alabama,Mobile,108,,,30.6953657,-88.0398912,1924,"Imperial Night Hawk/ Date: April 23, 1924 | Fellowship Forum/ Date: July 20, 1929 | Kourier Magazine/ Date: September, 1933"
28,Alabama,Collinsville,125,,,34.2639821,-85.8605251,1931,"Kourier Magazine/ Date: December, 1931"
29,Alabama,Pisgah,133,,,34.685022,-85.846575,1924,"Imperial Night Hawk/ Date: September 10, 1924 | TWK Monthly/ Date: October, 1924 | Fellowship Forum/ Date: October 11, 1924"
30,Alabama,Edwardsville,141,Hopewell Klan,,33.7073272,-85.5091235,1929,"Fellowship Forum/ Date: December 21, 1929"
31,Alabama,Florala,144,,,31.007712,-86.324957,1925,"Fellowship Forum/ Date: July 25, 1925"
32,Alabama,Foley,186,,,30.4065868,-87.6835974,1929,"Fellowship Forum/ Date: December 14, 1929"
33,Alabama,Bessemer,0,Miles Burnett Klan,,33.4017766,-86.954437,1924,"TWK Monthly/ Date: October, 1924"
34,Alaska,Anchorage,1,Mt. McKinley Klan,,61.2180556,-149.9002778,1926,"Fellowship Forum/ Date: July 3, 1926 | Kourier Magazine/ Date: March, 1931"
35,Alaska,Juneau,2,,Mount Juneau Klan gets charter,58.3019444,-134.4197222,1926,"Fellowship Forum/ Date: January 16, 1926 | Kourier Magazine/ Date: April, 1931"
36,Alaska,Ketchikan,3,,,55.3422222,-131.6461111,1926,"Fellowship Forum/ Date: February 13, 1926 | Kourier Magazine/ Date: April, 1931"
37,Alaska,Cordova,4,,,60.5424087,-145.7525414,1931,"Kourier Magazine/ Date: April, 1931"
38,Alaska,Petersburg,5,,,56.8125,-132.9555556,1931,"Kourier Magazine/ Date: April, 1931"
39,Alaska,Fairbanks,6,,,64.8377778,-147.7163889,1931,"Kourier Magazine/ Date: April, 1931"
40,Alaska,Seward,8,,,60.1041667,-149.4422222,1931,"Kourier Magazine/ Date: April, 1931"
41,Alaska,Skagway,9,,,59.4583333,-135.3138889,1931,"Kourier Magazine/ Date: April, 1931"
42,Alaska,Wrangell,10,,,56.4708333,-132.3766666,1931,"Kourier Magazine/ Date: April, 1931"
43,Alaska,Haines,11,,,59.2358333,-135.445,1931,"Kourier Magazine/ Date: April, 1931"
54,Arizona,Tucson,2,,,32.2217429,-110.926479,1924,"Indiana Fiery Cross/ Date: May 9, 1924"
55,Arizona,Yuma,5,,,32.6926512,-114.6276916,1922,"Imperial Night Hawk/ Date: June 6, 1923 | Phoenix Arizona Republican/ Date: June 1, 1922"
56,Arizona,Grand Canyon,9,Kanyon Klan,,36.0544445,-112.1401108,1927,"Kourier Magazine/ Date: February, 1927"
57,Arizona,Winslow,11,Moqui Klan,,35.0241873,-110.6973571,1924,"Imperial Night Hawk/ Date: May 28, 1924 | Missouri Valley Independent/ Date: May 31, 1923"
58,Arizona,Prescott,14,,,34.5400242,-112.4685025,1924,"Imperial Night Hawk/ Date: August 13, 1924 | Abbey, 22"
59,Arizona,Bisbee,15,,,31.4481547,-109.9284084,1923,"Imperial Night Hawk/ Date: November 21, 1923 | Kourier Magazine/ Date: February 7, 1931"
60,Arizona,Tombstone,20,Cochise Klan,,31.7128683,-110.0675764,1924,"Indiana Fiery Cross/ Date: October 3, 1924"
61,Arizona,Ajo,21,,,32.3717248,-112.8607099,1931,"Kourier Magazine/ Date: April, 1931"
62,Arizona,Phoenix,22,,"Jackson, 185",33.4483771,-112.0740373,1926,"Official Monthly Bulletin/ Date: December 1, 1926"
63,Arizona,Douglas,25,,chartered 1926,31.3445471,-109.5453447,1931,"Kourier Magazine/ Date: April, 1931"
64,Arizona,Benson,26,Strongholt [sic] Klan,,31.9678611,-110.2945174,1927,"Official Monthly Bulletin/ Date: July 1, 1927"
65,Arizona,Hayden,0,,,33.0047878,-110.7853836,1923,"Imperial Night Hawk/ Date: November 7, 1923"
66,Arizona,Douglas,0,Douglas Provisional Klan,,31.345,-109.541389,1923,"Imperial Night Hawk/ Date: November 21, 1923"
83,Arkansas,Little Rock,1,Kamelia Kourt No. 1,loyal to Simmons,34.7464809,-92.2895948,1923,"Searchlight/ Date: August 4, 1923"
84,Arkansas,Bentonville,69,,,36.3728538,-94.2088172,1922,"Searchlight/ Date: June 3, 1922 | Oklahoma Herald/ Date: June 13, 1922 | Fellowship Forum/Date: November 11, 1925"
86,Arkansas,Little Rock,1,,,34.7464809,-92.2895948,1921,"Arkansas Gazette, August 7, 1922"
87,Kansas,Arkansas City,3,,,37.069611,-97.05072,1923,"Imperial Night Hawk/ Date: July 4, 1923"
88,Arkansas,Helena,3,,,34.5291253,-90.5900273,1924,"Indiana Fiery Cross/ Date: November 14, 1924"
89,Arkansas,Benton,34,,,34.5645371,-92.586828,1922,"Searchlight/ Date: February 15, 1922"
90,Arkansas,Malvern,4,,,34.3623149,-92.8129462,1923,"St. Louis Patriot/ Date: December 13, 1923"
91,Arkansas,Hot Springs,7,,,34.5037004,-93.0551795,1922,"Oklahoma Herald/ Date: October 17, 1922"
92,Arkansas,Hope,8,Hempstead County Klan,,33.6670615,-93.5915665,1922,"Searchlight/ Date: November 11, 1922 | Colonel Mayfield's Weekly/ Date: December 30, 1922"
93,Arkansas,Prescott,9,,,33.8026107,-93.3810057,1922,"Searchlight/ Date: November 11, 1922"
94,Arkansas,Parkdale,10,,,33.1215116,-91.5456761,1923,"Imperial Night Hawk/ Date: October 3, 1923"
95,Arkansas,Bald Knob,11,Bald Knob Klan,,35.3098066,-91.5679114,1923,"Imperial Night Hawk/ Date: October 24, 1923"
96,Arkansas,Newport,12,Stephens Klan,,35.6048018,-91.2817951,1922,"Searchlight/ Date: October 7, 1922 | Imperial Night Hawk/ Date: October 3, 1923"
97,Arkansas,Fort Smith,15,,,35.3859242,-94.3985475,1922,"Oklahoma Herald/ Date: May 30, 1922"
98,Arkansas,Arkadelphia,16,,,34.1209292,-93.0537839,1923,"Imperial Night Hawk/ Date: July 18, 1923"
99,Arkansas,Lonoke,24,Lonoke Klan,,34.7839795,-91.8998611,1923,"Imperial Night Hawk/ Date: October 10, 1923"
100,Arkansas,Batesville,30,,,35.769799,-91.6409721,1922,"Searchlight/ Date: October 7, 1922"
101,Arkansas,Newark,31,Big Bottom Klan,,35.7017444,-91.441522,1922,"Oklahoma Herald/ Date: October 31, 1922 | Imperial Night Hawk/ Date: October 10, 1923"
102,Arkansas,De Queen,37,,,34.0378916,-94.3413168,1922,"Searchlight/ Date: November 11, 1922"
103,Arkansas,Pine Bluff,38,,,34.2284312,-92.0031955,1922,"Searchlight/ Date: June 10, 1922 | Kourier Magazine/ Date: June, 191925"
104,Arkansas,Searcy,40,,,35.2468204,-91.7336846,1923,"Imperial Night Hawk/ Date: December 5, 1923"
105,Arkansas,Yell County,43,Harkey Klan,"held a barbecue across the Peht Jean River from Danville,Yell County",35.0810824,-93.3388917,1923,"Imperial Night Hawk/ Date: October 10, 1923"
106,Arkansas,Okolona,5,,,33.9973256,-93.3379532,1922,"Imperial Night Hawk/ Date: October 24, 1923 |  Imperial Night Hawk, October 31, 1923"
107,Arkansas,Magnolia,49,,,33.2670725,-93.239334,1922,"Oklahoma Herald/ Date: November 7, 1922 | Imperial Night Hawk/ Date: November 14, 1923"
108,Arkansas,Paris,53,,,35.2920325,-93.7299173,1926,"Fellowship Forum/ Date: February 20, 1926"
109,Arkansas,Nasheville,57,Elberta Peach Klan,,33.942079,-93.84809,1922,"Searchlight/ Date: September 16, 1922"
110,Arkansas,Manila,59,,,35.8800733,-90.1670393,1923,"Imperial Night Hawk/ Date: September 26, 1923 | Indiana Fiery Cross/ Date: October 5, 1923"
111,Arkansas,Leachville,60,Robert E. Lee Klan,,35.9359051,-90.257876,1922,"Searchlight/ Date: October 6, 1922 | Imperial Night Hawk/ Date: October 17, 1923"
112,Arkansas,Wynne,61,,,35.224533,-90.7867798,1923,"Imperial Night Hawk/ Date: November 7, 1923"
113,Arkansas,Paragould,62,Greene County Klan,,36.0584021,-90.4973286,1923,"Imperial Night Hawk/ Date: October 24, 1923"
114,Arkansas,Osceola,64,,,35.7050778,-89.969532,1922,"Searchlight/ Date: November 11, 1922"
115,Arkansas,Mount Ida,71,,,34.5567637,-93.6340814,1923,"Imperial Night Hawk/ Date: July 18, 1923"
116,Arkansas,Jonesboro,72,Kraighead Kounty,,35.8422967,-90.704279,1922,"Oklahoma Herald/ Date: September 5, 1922"
117,Arkansas,Pocahontas,73,,said to be the 73rd Klan chartered in AR,36.261286,-90.970551,1922,"Searchlight/ Date: August 26, 1922 | Imperial Night Hawk/ Date: November 14, 1923"
118,Arkansas,Hermitage,75,Hermitage Klan,,33.448333,-92.1725,1923,"Imperial Night Hawk/ Date: October 17, 1923"
119,Arkansas,Hartford,80,,,35.0228761,-94.3813277,1922,"Searchlight/ Date: November 11, 1922 | Imperial Night Hawk/ Date: August 22, 1923"
120,Arkansas,Fayetteville,83,,,36.0625795,-94.1574263,1922,"Oklahoma Herald/ Date: November 7, 1922 | Fellowship Forum/ Date: November 24, 1928"
121,Arkansas,Sulphur Springs,85,,,36.4834084,-94.4585488,1923,"Oklahoma Herald/ Date: July 3, 1923"
122,Arkansas,Gravette,85,,,36.4220207,-94.4535484,1923,"Arkansas Traveler/ Date: November 5, 1923 | Missouri Valley Independent/ Date: June 7, 1923"
123,Arkansas,Marshall,88,Bear Creek Klan,,35.9089643,-92.6312746,1925,"Fellowship Forum/ Date: August 1, 1925"
124,Arkansas,Ingalls,89,,,33.383333,-92.150833,1923,"Imperial Night Hawk/ Date: October 24, 1923"
125,Arkansas,Mena,90,,,34.5862171,-94.2396554,1922,"Searchlight/ Date: September 16, 1922 | Searchlight/ Date: November 11, 1922 | Mena Weekly Star/Date: August 31, 1922"
126,Arkansas,El Dorado,92,,,33.20763,-92.6662674,1923,"Imperial Night Hawk/ Date: June 27, 1923"
127,Arkansas,Rogers,94,,,36.3320196,-94.1185366,1924,"Missouri Klan Kourier/ Date: December 19, 1924"
128,Arkansas,Harrison,101,Kerr-Harrell Klan,,36.2297936,-93.1076765,1923,"Arkansas Traveler/ Date: November 5, 1923"
129,Arkansas,Forrest City,103,St. Francis County Klan,,35.0081474,-90.7898342,1923,"Arkansas Traveler/ Date: November 5, 1923 | Fellowship Forum/ Date: March 20, 1926"
130,Arkansas,Monticello,108,,,33.6289974,-91.7909639,1923,"Imperial Night Hawk/ Date: October 10, 1923"
131,Arkansas,Bearden,117,,,33.7245526,-92.6157139,1924,"Imperial Night Hawk/ Date: January 30, 1924 | Fellowship Forum/ Date: March 6, 1926"
132,Arkansas,Huntsville,120,Yarbrough Klan,,36.086187,-93.7413032,1923,"Imperial Night Hawk/ Date: October 3, 1923 | Searchlight, January 20, 1923"
133,Arkansas,Springdale,124,,,36.1867442,-94.1288141,1924,"Imperial Night Hawk/ Date: May 14, 1924"
134,Arkansas,Spring Bank,130,,,33.0890215,-93.8310119,1923,"Imperial Night Hawk/ Date: October 3, 1923"
135,Arkansas,Buchner,134,,,33.3584581,-93.4360073,1923,"Imperial Night Hawk/ Date: November 28, 1923"
136,Arkansas,Corning,140,,,36.41,-90.589444,1923,"Imperial Night Hawk/ Date: November 14, 1923"
137,Arkansas,Lockesburg,152,Sevier County Klan,"Some members in Lockesburg may have earlier been part of neighboring Nashville’s Klan No. 57, aka the Elberta Peach Klan.",33.9673375,-94.1685312,1926,"Fellowship Forum/ Date: December 6, 1926"
138,Arkansas,Buckner,154,,,33.3584581,-93.4360073,1924,"Missouri Klan Kourier/ Date: August 8, 1924"
139,California,Fresno,1,,,36.7468422,-119.7725868,1923,"Colonel Mayfield's Weekly/ Date: June 23, 1923 | Imperial Night Hawk/ Date: June 27, 1923"
140,California,San Francisco,1,,,37.7749295,-122.4194155,1923,"Imperial Night Hawk/ Date: October 10, 1923"
141,California,Inglewood,1,Med Mosher Klan,,33.9616801,-118.3531311,1923,"Imperial Night Hawk/ Date: October 17, 1923"
142,California,Los Angeles,1,,mother Klan of California[2],34.0522342,-118.2436849,1923,"Imperial Night Hawk/ Date: November 14, 1923 | Fellowship Forum/ Date: June 30, 1928 | Kourier Magazine/ Date: November, 191930"
143,California,Santa Maria,1,,,34.9530337,-120.4357191,1923,"Imperial Night Hawk/ Date: December 5, 1923"
144,California,El Segundo,1,,,33.9191799,-118.4164652,1924,"Indiana Fiery Cross/ Date: October 17, 1924"
145,California,Los Angeles,2,,,34.0522342,-118.2436849,1923,"Imperial Night Hawk/ Date: November 7, 1923"
146,California,Bakersfield,2,,,35.3732921,-119.0187125,1923,"Imperial Night Hawk/ Date: November 28, 1923"
147,California,Fresno,2,,,36.7468422,-119.7725868,1924,"Imperial Night Hawk/ Date: April 2, 1924 | Indiana Fiery Cross/ Date: May 2, 1924"
148,California,Oakland,2,,,37.8043637,-122.2711137,1924,"Indiana Fiery Cross/ Date: September 12, 1924 | North Dakota American/ Date: July 25, 1925"
149,California,Santa Monica,2,,,34.0194543,-118.4911912,1924,"Indiana Fiery Cross/ Date: October 17, 1924"
150,California,Ingleside,2,Loyalty Klan,gets charter this year,37.7198213,-122.4538009,1926,"Fellowship Forum/ Date: October 2, 1926"
151,California,Long Beach,2,,,33.7700504,-118.1937395,1935,"Kourier Magazine/ Date: April, 1935"
152,California,Los Angeles,3,,,34.0522342,-118.2436849,1923,"Imperial Night Hawk/ Date: November 14, 1923"
153,California,Oakland,3,Provisional Klan,,37.8043637,-122.2711137,1924,"Indiana Fiery Cross/ Date: September 12, 1924"
154,California,Valley Union,5,,,34.8798169,-120.4452402,1934,"Kourier Magazine/ Date: August, 1934"
155,California,Alhambra,8,,,34.095287,-118.1270146,1923,"Imperial Night Hawk/ Date: October 10, 1923"
156,California,Pasadena,9,,,34.1477849,-118.1445155,1923,"Imperial Night Hawk/ Date: October 10, 1923"
157,California,Oakland,9,,,37.8043637,-122.2711137,1923,"Imperial Night Hawk/ Date: October 24, 1923 | Imperial Night Hawk/ Date: April 16, 1924"
158,California,Long Beach,11,Benjamin Cameron Klan,,33.7700504,-118.1937395,1931,"Kourier Magazine/ Date: April, 1931 | Kourier Magazine/ Date: November, 1934"
159,California,Montebello,12,,,34.0165053,-118.1137535,1923,"Imperial Night Hawk/ Date: November 7, 1923"
160,California,Sawtelle,18,Malibu Klan,,34.0433903,-118.4542772,1931,"Kourier Magazine/ Date: February, 1931"
161,California,Vallejo,19,,,38.113056,-122.235833,1926,"Fellowship Forum/ Date: June 26, 1926 | Oakland Tribune/ July 4, 1930"
162,California,Oakland,22,,,37.8043637,-122.2711137,1926,"Fellowship Forum/ Date: December 13, 1926"
163,California,Inglewood,25,Loyalty Klan,formerly Med Mosher Klan,33.961442,-118.354532,1933,"Kourier Magazine/ Date: July, 1933"
164,California,Alhambra,32,,,34.095287,-118.1270146,1932,"Kourier Magazine/ Date: October, 1932"
165,California,Chico,33,Hooker Oak Klan,gets charter,39.7284944,-121.8374777,1926,"Fellowship Forum/ Date: October 16, 1926"
166,California,Holtville,36,,,32.8111612,-115.3802643,1931,"Kourier Magazine/ Date: May, 1931"
167,California,Alameda,39,,,37.7652065,-122.2416355,1930,"Kourier Magazine/ Date: December, 1930"
168,California,San Francisco,40,,,37.7749295,-122.4194155,1927,"Fellowship Forum/ Date: October 29, 1927"
169,California,Glendale,41,,,34.1425078,-118.255075,1931,"Kourier Magazine/ Date: June, 1931"
170,California,Pasadena,41,,,34.1477849,-118.1445155,1932,"Kourier Magazine/ Date: May, 1932"
171,California,Randsburg,43,,,35.3685739,-117.6581161,1929,"Kourier Magazine/ Date: October, 1929"
172,California,Visalia,48,,,36.3302284,-119.2920585,1931,"Kourier Magazine/ Date: June, 1931"
173,California,Hawthorne,49,,,33.9164032,-118.3525748,1929,"Kourier Magazine/ Date: October, 1929"
174,California,San Pedro,51,,,33.7360619,-118.2922461,1931,"Kourier Magazine/ Date: March, 1931"
175,California,San Francisco,58,Golden Gate Klan,,37.7749295,-122.4194155,1927,"Kourier Magazine/ Date: June, 1931 | San Francisco Chronicle/ Date: March 8, 1927"
176,California,San Francisco,61,Golden City Klan,,37.7749295,-122.4194155,1927,"Kourier Magazine/ Date: June, 1931 | San Francisco Chronicle/ Date: March 8, 1927 | Oakland Tribune/ Date: July 4, 1930"
177,California,Palo Alto,63,,,37.4418834,-122.1430195,1931,"Kourier Magazine/ Date: June, 1931"
178,California,San Diego,64,,,32.715738,-117.1610838,1928,"Fellowship Forum/ Date: May 5, 1928 | Kourier Magazine/ Date: June, 1931"
179,California,Santa Cruz,65,,,36.9741171,-122.0307963,1929,"Fellowship Forum/ Date: August 31, 1929"
180,California,Colton,68,,,34.0739016,-117.3136547,1931,"Kourier Magazine/ Date: April, 1931"
181,California,Ontario,70,,,34.0633443,-117.6508876,1931,"Kourier Magazine/ Date: February, 1931"
182,California,Selma,71,,,36.5707838,-119.6120765,1931,"Kourier Magazine/ Date: June, 1931"
183,California,Taft,72,,,35.1424671,-119.4565078,1930,"Fellowship Forum/ Date: January 4, 1930"
184,California,Fresno,74,,,36.7468422,-119.7725868,1932,"Kourier Magazine/ Date: July, 1932"
185,California,Tulare,78,,,36.2077288,-119.3473379,1927,"Fellowship Forum/ Date: February 5, 1927"
186,California,San Bernardino,80,,,34.1083449,-117.2897652,1927,"Fellowship Forum/ Date: December 17, 1927 | Kourier Magazine/ Date: October, 1929 | Kourier Magazine/ Date: May, 1933"
187,California,Highland Park,84,,AKA Los Angeles/Highland Klan,34.1157564,-118.1854042,1929,"Fellowship Forum/ Date: September 7, 1929 | Kourier Magazine/ Date: March, 1931"
188,California,Hemet-San Jacinto,86,,,33.753046,-116.9586732,1929,"Kourier Magazine/ Date: October, 1929"
189,California,San Jose,88,Pioneer Klan,,37.3382082,-121.8863286,1930,"Kourier Magazine/ Date: June, 1931 | Oakland Tribune/ Date: July 4, 1930"
190,California,Santa Anna,100,,"Referenced as the Orange County Klan and the Huntington Beach, Orange Klan",33.7455731,-117.8678338,1927,"Fellowship Forum/ Date: January 1, 1927 | Fellowship Forum/ Date: May 12, 1928 | Kourier Magazine/ Date: May, 1932"
191,California,Venice,102,Bay Cities Klan,,33.9850469,-118.4694832,1932,"Kourier Magazine/ Date: December, 1932"
192,California,Watsonville,105,Pajero Valley Klan,,36.910231,-121.7568946,1926,"www.sandylydon.com/html/kk_06.html/ Date: December 22, 1926"
193,California,Los Angeles,110,Theodore Roosevelt Klan,,34.0522342,-118.2436849,1928,"Fellowship Forum/ Date: July 21, 1928"
194,California,Torrance,113,Triple City Klan,,33.8358492,-118.3406288,1931,"Kourier Magazine/ Date: June, 1931 | Kourier Magazine/ Date: February, 1931"
195,California,Sacramento,120,Capital Klan,gets chartered this year (1931),38.5815719,-121.4943996,1931,"Kourier Magazine/ Date: February, 1931"
196,California,San Fernando Valley,124,,,34.1825782,-118.4396756,1931,"Kourier Magazine/ Date: May, 1931"
197,California,Burlingame,127,,gets charter this year,37.5778696,-122.34809,1931,"Kourier Magazine/ Date: June, 1931"
198,California,San Bernardino,6,San Bernardino Provisional Klan,,34.1083449,-117.2897652,1923,"Imperial Night Hawk/ Date: October 31, 1923"
199,California,Oakland,3,Oakland Provisional Klan,,37.8043637,-122.2711137,1924,"Imperial Night Hawk/ Date: September 24, 1924"
200,California,Sawtelle,7,Progression Klan,,34.0433903,-118.4542772,1931,"Kourier Magazine/ Date: February, 1931"
201,California,Visalia,4,,Jr. Klan chapter,36.3302284,-119.2920585,1925,"Indiana Fiery Cross/ Date: January 2, 1925"
202,California,Orange,14,,Jr. Klan chapter,33.7877944,-117.8531119,1925,"Indiana Fiery Cross/ Date: January 2, 1925"
203,California,Hermosa,16,,Jr. Klan chapter,33.6191643,-117.6927206,1925,"Indiana Fiery Cross/ Date: January 2, 1925"
204,California,Calexico,0,,,32.6789476,-115.4988834,1923,"Imperial Night Hawk/ Date: November 7, 1923"
205,California,Redondo Beach,0,,,33.8491816,-118.3884078,1923,"Imperial Night Hawk/ Date: November 7, 1923"
206,California,San Diego,0,Provisional Klan,,32.715738,-117.1610838,1923,"Imperial Night Hawk/ Date: November 7, 1923"
207,California,San Pedro,0,,,33.7360619,-118.2922461,1923,"Imperial Night Hawk/ Date: November 7, 1923"
208,California,Watts,0,Provisional Klan,,33.9386361,-118.2380432,1923,"Imperial Night Hawk/ Date: November 7, 1923"
209,California,Anaheim,0,Provisional Klan,,33.8352932,-117.9145036,1923,"Imperial Night Hawk/ Date: November 14, 1923"
210,Colorado,Denver,1,,Organized early in 1921,39.7392358,-104.990251,1921,"Jackson/ Date: January, 1921 | Jackson, 216"
211,Colorado,Pueblo,5,,,38.2544472,-104.6091409,1923,"Oklahoma Herald/ Date: May 29, 1923 | Imperial Night Hawk/ Date: July 11, 1923 | Kourier Magazine/ Date: August, 1926 | Kourier Magazine/ Date: April, 1931 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
212,Colorado,Florence,7,,,38.3902777,-105.1185988,1923,"Imperial Night Hawk/ Date: December 26, 1923 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
213,Colorado,Brighton,8,,,39.9852617,-104.8205283,1931,"Kourier Magazine/ Date: October, 1931 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
214,Colorado,Colorado Springs,11,Pikes Peak Klan,,38.8338816,-104.8213634,1925,"Fellowship Forum/ Date: October 17, 1925 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
215,Colorado,Loveland,16,,,40.3977612,-105.0749801,1931,"Kourier Magazine/ Date: November, 1931 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
216,Colorado,Colorado Springs,17,Pikes Peak Klan,,38.8338816,-104.8213634,1931,"Kourier Magazine/ Date: September, 1931"
217,Colorado,Rocky Ford,19,,,38.052508,-103.7202274,1925,"Fellowship Forum/ Date: April 25, 1925 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
218,Colorado,Canon City,21,,,38.4494063,-105.2253316,1924,"Imperial Night Hawk/ Date: February 21, 1924 | Kourier Magazine/ Date: February, 1931"
219,Colorado,Canon City,22,Royal Gorge Klan,,38.4494063,-105.2253316,1931,"Kourier Magazine/ Date: February, 1931 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
220,Colorado,Buena Vista,25,,,38.8422178,-106.1311288,1926,"Fellowship Forum/ Date: July 24, 1926"
221,Colorado,Greeley,31,,,40.4233142,-104.7091322,1931,"Kourier Magazine/ Date: November, 1931 | Letter from Fred G. Arnold dated July 22, 1927 (https://swcenter.fortlewis.edu/finding_aids/kkk.shtml)"
222,Colorado,Simla,43,,,39.1416551,-104.0838479,1926,"Fellowship Forum/ Date: September 11, 1926"
223,Colorado,Edgewater,55,,,39.7530425,-105.0641503,1933,"Kourier Magazine/ Date: September, 1933"
224,Colorado,Durango,66,,,37.27528,-107.8800667,1925,"Fellowship Forum/ Date: July 4, 1925"
225,Colorado,Bayfield,69,Pine River Klan,,37.2255593,-107.5981123,1925,"Center of Southwest Studies - Fort Lewis College[Colorado]/ Date: January, 191925 | Smith, 19"
226,Colorado,Stratton,74,,,39.3033276,-102.6046454,1926,"Fellowship Forum/ Date: December 13, 1926"
227,Colorado,Milliken,79,Little Thompson Klan,,40.3294268,-104.85525,1927,"Fellowship Forum/ Date: July 2, 1927"
228,Colorado,Denver,81,Monarch Klan,,39.7392358,-104.990251,1931,"Kourier Magazine/ Date: August, 1931"
229,Connecticut,New Haven,1,,,41.308274,-72.9278835,1922,"Searchlight/ Date: April 29, 1922"
